stock_pair,accuracy,precision,recall,f1,%class 1
"""M&M_BHARTIARTL""",0.8792650918635171,0.9,0.16666666666666666,0.28125,0.14173228346456693
"""ULTRACEMCO_GRASIM""",0.9993438320209974,1.0,0.0,0.0,0.0006561679790026247
"""ULTRACEMCO_PIDILITIND""",1.0,,,,0.0
"""ULTRACEMCO_LT""",0.9796587926509186,0.9875,0.7247706422018348,0.8359788359788359,0.07152230971128609
"""ULTRACEMCO_HINDUNILVR""",1.0,,,,0.0
"""ULTRACEMCO_ITC""",1.0,,,,0.0
"""ULTRACEMCO_RELIANCE""",0.9960629921259843,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.01706036745406824
"""ULTRACEMCO_ONGC""",1.0,,,,0.0
"""ULTRACEMCO_UPL""",0.9744094488188977,0.9735099337748344,0.8076923076923077,0.8828828828828829,0.1194225721784777
"""ULTRACEMCO_ICICIBANK""",0.9908136482939632,0.7674418604651163,0.8918918918918919,0.825,0.024278215223097113
"""ULTRACEMCO_SIEMENS""",1.0,,,,0.0
"""ULTRACEMCO_ABB""",0.9967191601049868,1.0,0.6153846153846154,0.761904761904762,0.00853018372703412
"""ULTRACEMCO_TCS""",0.9967191601049868,0.75,1.0,0.8571428571428571,0.00984251968503937
"""ULTRACEMCO_INFY""",0.9547244094488189,1.0,0.25806451612903225,0.41025641025641024,0.0610236220472441
"""ULTRACEMCO_TATASTEEL""",0.9921259842519685,0.8928571428571429,0.7352941176470589,0.806451612903226,0.02230971128608924
"""ULTRACEMCO_SUNPHARMA""",1.0,,,,0.0
"""ULTRACEMCO_CONCOR""",0.89501312335958,1.0,0.27601809954751133,0.4326241134751774,0.14501312335958005
"""ULTRACEMCO_BHARTIARTL""",0.984251968503937,1.0,0.0,0.0,0.015748031496062992
"""GRASIM_PIDILITIND""",1.0,,,,0.0
"""GRASIM_LT""",1.0,,,,0.0
"""GRASIM_HINDUNILVR""",0.8923884514435696,1.0,0.1368421052631579,0.24074074074074076,0.12467191601049869
"""GRASIM_ITC""",0.9921259842519685,1.0,0.3333333333333333,0.5,0.011811023622047244
"""GRASIM_RELIANCE""",0.9776902887139107,1.0,0.423728813559322,0.5952380952380952,0.03871391076115486
"""GRASIM_ONGC""",1.0,,,,0.0
"""GRASIM_UPL""",0.9901574803149606,1.0,0.0,0.0,0.00984251968503937
"""GRASIM_ICICIBANK""",1.0,,,,0.0
"""GRASIM_SIEMENS""",0.9986876640419947,,,,0.0
"""GRASIM_ABB""",1.0,,,,0.0
"""GRASIM_TCS""",0.9639107611548556,0.9898477157360406,0.7862903225806451,0.8764044943820224,0.16272965879265092
"""GRASIM_INFY""",0.979002624671916,1.0,0.37254901960784315,0.5428571428571428,0.03346456692913386
"""GRASIM_TATASTEEL""",0.9783464566929134,1.0,0.5,0.6666666666666666,0.04330708661417323
"""GRASIM_SUNPHARMA""",1.0,,,,0.0
"""GRASIM_CONCOR""",0.9829396325459318,0.8703703703703703,0.8867924528301887,0.8785046728971964,0.06955380577427822
"""GRASIM_BHARTIARTL""",1.0,,,,0.0
"""PIDILITIND_LT""",1.0,,,,0.0
"""PIDILITIND_HINDUNILVR""",0.85498687664042,0.9811320754716981,0.19117647058823528,0.32,0.1784776902887139
"""PIDILITIND_ITC""",1.0,,,,0.0
"""PIDILITIND_RELIANCE""",1.0,,,,0.0
"""PIDILITIND_ONGC""",1.0,,,,0.0
"""PIDILITIND_UPL""",0.9986876640419947,1.0,0.5,0.6666666666666666,0.0026246719160104987
"""PIDILITIND_ICICIBANK""",0.9888451443569554,1.0,0.5277777777777778,0.6909090909090909,0.023622047244094488
"""PIDILITIND_SIEMENS""",1.0,,,,0.0
"""PIDILITIND_ABB""",1.0,,,,0.0
"""PIDILITIND_TCS""",0.9986876640419947,,,,0.0
"""PIDILITIND_INFY""",0.9829396325459318,1.0,0.0,0.0,0.01706036745406824
"""PIDILITIND_TATASTEEL""",1.0,,,,0.0
"""PIDILITIND_SUNPHARMA""",1.0,,,,0.0
"""PIDILITIND_CONCOR""",0.9875328083989501,1.0,0.20833333333333334,0.3448275862068966,0.015748031496062992
"""PIDILITIND_BHARTIARTL""",1.0,,,,0.0
"""LT_HINDUNILVR""",0.9927821522309711,1.0,0.0,0.0,0.007217847769028871
"""LT_ITC""",0.9783464566929134,0.9411764705882353,0.6881720430107527,0.7950310559006211,0.0610236220472441
"""LT_RELIANCE""",1.0,,,,0.0
"""LT_ONGC""",1.0,,,,0.0
"""LT_UPL""",0.9665354330708661,0.9932432432432432,0.8571428571428571,0.9201877934272301,0.22506561679790027
"""LT_ICICIBANK""",0.9960629921259843,0.9629629629629629,0.8387096774193549,0.896551724137931,0.020341207349081365
"""LT_SIEMENS""",0.994750656167979,0.5,0.625,0.5555555555555556,0.005249343832020997
"""LT_ABB""",1.0,,,,0.0
"""LT_TCS""",0.9986876640419947,1.0,0.0,0.0,0.0013123359580052493
"""LT_INFY""",0.9658792650918635,1.0,0.2571428571428571,0.40909090909090906,0.045931758530183726
"""LT_TATASTEEL""",0.994750656167979,0.9587628865979382,0.9587628865979382,0.9587628865979382,0.0636482939632546
"""LT_SUNPHARMA""",1.0,,,,0.0
"""LT_CONCOR""",0.958005249343832,0.997134670487106,0.8467153284671532,0.9157894736842105,0.26968503937007876
"""LT_BHARTIARTL""",0.9816272965879265,0.9711538461538461,0.8015873015873016,0.8782608695652174,0.08267716535433071
"""HINDUNILVR_ITC""",1.0,,,,0.0
"""HINDUNILVR_RELIANCE""",0.9888451443569554,0.9573643410852714,0.9762845849802372,0.9667318982387475,0.16601049868766404
"""HINDUNILVR_ONGC""",1.0,,,,0.0
"""HINDUNILVR_UPL""",0.9993438320209974,1.0,0.0,0.0,0.0006561679790026247
"""HINDUNILVR_ICICIBANK""",0.9960629921259843,0.75,0.375,0.5,0.005249343832020997
"""HINDUNILVR_SIEMENS""",0.9967191601049868,0.6363636363636364,0.875,0.7368421052631579,0.005249343832020997
"""HINDUNILVR_ABB""",0.9960629921259843,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.023622047244094488
"""HINDUNILVR_TCS""",0.9881889763779528,1.0,0.0,0.0,0.011811023622047244
"""HINDUNILVR_INFY""",0.9835958005249343,1.0,0.16666666666666666,0.2857142857142857,0.01968503937007874
"""HINDUNILVR_TATASTEEL""",0.9888451443569554,0.9347826086956522,0.8865979381443299,0.91005291005291,0.0636482939632546
"""HINDUNILVR_SUNPHARMA""",1.0,,,,0.0
"""HINDUNILVR_CONCOR""",1.0,,,,0.0
"""HINDUNILVR_BHARTIARTL""",1.0,,,,0.0
"""ITC_RELIANCE""",1.0,,,,0.0
"""ITC_ONGC""",1.0,,,,0.0
"""ITC_UPL""",1.0,,,,0.0
"""ITC_ICICIBANK""",0.9619422572178478,1.0,0.275,0.4313725490196079,0.05249343832020997
"""ITC_SIEMENS""",0.9901574803149606,0.921875,0.855072463768116,0.887218045112782,0.045275590551181105
"""ITC_ABB""",0.979002624671916,0.9904306220095693,0.8734177215189873,0.9282511210762331,0.15551181102362205
"""ITC_TCS""",0.9901574803149606,0.9285714285714286,0.6666666666666666,0.7761194029850746,0.025590551181102362
"""ITC_INFY""",0.9822834645669292,0.975609756097561,0.8333333333333334,0.8988764044943819,0.09448818897637795
"""ITC_TATASTEEL""",0.984251968503937,0.9107142857142857,0.7285714285714285,0.8095238095238095,0.045931758530183726
"""ITC_SUNPHARMA""",0.9901574803149606,0.967741935483871,0.6818181818181818,0.8,0.028871391076115485
"""ITC_CONCOR""",0.9816272965879265,0.9666666666666667,0.7767857142857143,0.8613861386138614,0.07349081364829396
"""ITC_BHARTIARTL""",0.9809711286089239,1.0,0.19444444444444445,0.32558139534883723,0.023622047244094488
"""RELIANCE_ONGC""",1.0,,,,0.0
"""RELIANCE_UPL""",0.9796587926509186,0.29545454545454547,1.0,0.456140350877193,0.00853018372703412
"""RELIANCE_ICICIBANK""",1.0,,,,0.0
"""RELIANCE_SIEMENS""",1.0,,,,0.0
"""RELIANCE_ABB""",1.0,,,,0.0
"""RELIANCE_TCS""",0.9980314960629921,0.8666666666666667,0.9285714285714286,0.896551724137931,0.009186351706036745
"""RELIANCE_INFY""",0.9954068241469817,0.9272727272727272,0.9444444444444444,0.9357798165137615,0.03543307086614173
"""RELIANCE_TATASTEEL""",0.9960629921259843,0.9411764705882353,0.9696969696969697,0.955223880597015,0.04330708661417323
"""RELIANCE_SUNPHARMA""",1.0,,,,0.0
"""RELIANCE_CONCOR""",0.9816272965879265,0.45098039215686275,1.0,0.6216216216216216,0.015091863517060367
"""RELIANCE_BHARTIARTL""",1.0,,,,0.0
"""ONGC_UPL""",1.0,,,,0.0
"""ONGC_ICICIBANK""",1.0,,,,0.0
"""ONGC_SIEMENS""",0.9908136482939632,0.9710982658959537,0.9491525423728814,0.96,0.11614173228346457
"""ONGC_ABB""",0.9888451443569554,0.9481481481481482,0.927536231884058,0.9377289377289377,0.09055118110236221
"""ONGC_TCS""",1.0,,,,0.0
"""ONGC_INFY""",0.9973753280839895,1.0,0.9310344827586207,0.9642857142857143,0.03805774278215223
"""ONGC_TATASTEEL""",0.9973753280839895,0.75,0.5,0.6,0.003937007874015748
"""ONGC_SUNPHARMA""",0.9835958005249343,0.8888888888888888,0.6037735849056604,0.7191011235955056,0.03477690288713911
"""ONGC_CONCOR""",1.0,,,,0.0
"""ONGC_BHARTIARTL""",0.9888451443569554,0.9487179487179487,0.8505747126436781,0.896969696969697,0.05708661417322835
"""UPL_ICICIBANK""",0.9455380577427821,0.95,0.5968586387434555,0.7331189710610932,0.12532808398950132
"""UPL_SIEMENS""",0.9934383202099738,0.9047619047619048,0.7037037037037037,0.7916666666666667,0.017716535433070866
"""UPL_ABB""",0.9940944881889764,1.0,0.7352941176470589,0.8474576271186441,0.02230971128608924
"""UPL_TCS""",0.9888451443569554,0.75,0.2857142857142857,0.4137931034482759,0.013779527559055118
"""UPL_INFY""",0.9461942257217848,0.984375,0.4375,0.6057692307692307,0.09448818897637795
"""UPL_TATASTEEL""",0.9757217847769029,0.803921568627451,0.6029411764705882,0.6890756302521008,0.04461942257217848
"""UPL_SUNPHARMA""",0.9954068241469817,1.0,0.0,0.0,0.004593175853018373
"""UPL_CONCOR""",0.9586614173228346,0.8128834355828221,0.9925093632958801,0.893760539629005,0.17519685039370078
"""UPL_BHARTIARTL""",0.9409448818897638,0.9908256880733946,0.5482233502538071,0.7058823529411764,0.12926509186351706
"""ICICIBANK_SIEMENS""",1.0,,,,0.0
"""ICICIBANK_ABB""",1.0,,,,0.0
"""ICICIBANK_TCS""",0.9973753280839895,0.8571428571428571,0.6666666666666666,0.75,0.005905511811023622
"""ICICIBANK_INFY""",0.9927821522309711,0.6,0.25,0.35294117647058826,0.007874015748031496
"""ICICIBANK_TATASTEEL""",0.9796587926509186,0.7976190476190477,0.8271604938271605,0.8121212121212122,0.0531496062992126
"""ICICIBANK_SUNPHARMA""",1.0,,,,0.0
"""ICICIBANK_CONCOR""",0.9645669291338582,1.0,0.6949152542372882,0.8200000000000001,0.11614173228346457
"""ICICIBANK_BHARTIARTL""",0.9921259842519685,1.0,0.2,0.33333333333333337,0.00984251968503937
"""SIEMENS_ABB""",0.9967191601049868,0.9861111111111112,0.9793103448275862,0.9826989619377162,0.09514435695538058
"""SIEMENS_TCS""",0.9940944881889764,0.8333333333333334,0.38461538461538464,0.5263157894736842,0.00853018372703412
"""SIEMENS_INFY""",0.9914698162729659,0.9782608695652174,0.8910891089108911,0.9326424870466321,0.0662729658792651
"""SIEMENS_TATASTEEL""",0.9901574803149606,0.8734177215189873,0.9324324324324325,0.9019607843137254,0.048556430446194225
"""SIEMENS_SUNPHARMA""",0.9940944881889764,0.5,0.1111111111111111,0.1818181818181818,0.005905511811023622
"""SIEMENS_CONCOR""",0.9455380577427821,1.0,0.24545454545454545,0.39416058394160586,0.07217847769028872
"""SIEMENS_BHARTIARTL""",0.9757217847769029,0.9814814814814815,0.8238341968911918,0.895774647887324,0.12664041994750655
"""ABB_TCS""",0.9757217847769029,1.0,0.4861111111111111,0.6542056074766355,0.047244094488188976
"""ABB_INFY""",1.0,1.0,1.0,1.0,0.06824146981627296
"""ABB_TATASTEEL""",0.9612860892388452,0.8378378378378378,0.9575289575289575,0.8936936936936937,0.16994750656167978
"""ABB_SUNPHARMA""",0.9954068241469817,0.8536585365853658,0.9722222222222222,0.9090909090909091,0.023622047244094488
"""ABB_CONCOR""",0.884514435695538,1.0,0.432258064516129,0.6036036036036037,0.20341207349081364
"""ABB_BHARTIARTL""",0.9540682414698163,1.0,0.5172413793103449,0.6818181818181819,0.09514435695538058
"""TCS_INFY""",0.9960629921259843,0.0,0.0,0.0,0.001968503937007874
"""TCS_TATASTEEL""",0.9776902887139107,0.9562043795620438,0.8238993710691824,0.8851351351351352,0.10433070866141732
"""TCS_SUNPHARMA""",1.0,,,,0.0
"""TCS_CONCOR""",0.989501312335958,0.9148936170212766,0.7818181818181819,0.8431372549019609,0.03608923884514436
"""TCS_BHARTIARTL""",1.0,,,,0.0
"""INFY_TATASTEEL""",0.9855643044619422,0.9,0.6666666666666666,0.7659574468085106,0.03543307086614173
"""INFY_SUNPHARMA""",0.9980314960629921,1.0,0.0,0.0,0.001968503937007874
"""INFY_CONCOR""",0.984251968503937,0.8435374149659864,0.992,0.911764705882353,0.08202099737532809
"""INFY_BHARTIARTL""",0.994750656167979,1.0,0.0,0.0,0.005249343832020997
"""TATASTEEL_SUNPHARMA""",1.0,,,,0.0
"""TATASTEEL_CONCOR""",0.9763779527559056,0.9387755102040817,0.8363636363636363,0.8846153846153846,0.10826771653543307
"""TATASTEEL_BHARTIARTL""",0.994750656167979,0.6153846153846154,0.7272727272727273,0.6666666666666667,0.007217847769028871
"""SUNPHARMA_CONCOR""",1.0,,,,0.0
"""SUNPHARMA_BHARTIARTL""",0.9744094488188977,0.9322033898305084,0.7801418439716312,0.8494208494208495,0.09251968503937008
"""CONCOR_BHARTIARTL""",0.9954068241469817,1.0,0.7407407407407407,0.851063829787234,0.017716535433070866
