Stock Pair,RNN R2,RNN RMSE,RNN MAE,RNN MAPE,LSTM R2,LSTM RMSE,LSTM MAE,LSTM MAPE
"""HDFCBANK_M&M""",0.5550212132635282,1.3697003815923126,1.0279207946368178,0.19447975823448144,0.570853338136285,1.3451130691350497,1.0080799468273478,0.19746513993985848
"""HDFCBANK_ULTRACEMCO""",0.00013169256662470818,1.318050847960231,1.0301695766233385,0.3273285700671812,0.15325177823476177,1.2129360668216214,0.9268478224147852,0.2921221316989892
"""HDFCBANK_GRASIM""",0.4786032501183707,1.5443669712796722,1.1392497957687815,0.4624834359794345,0.364817258213725,1.7045733331973152,1.2756318219120608,0.5110119495619462
"""HDFCBANK_PIDILITIND""",0.005842188831164941,2.876488704653082,1.8985359847660197,0.42942913818173417,0.041723446474848935,2.8241023977470863,1.8503555522733084,0.4146302999251542
"""HDFCBANK_LT""",0.26720789789417854,1.343914556156994,1.0208517802693344,0.23657429118830603,0.4679236231160989,1.1451655025726482,0.8794215267623247,0.20035229825986078
"""HDFCBANK_HINDUNILVR""",-0.14542656363782536,4.504803581504447,1.7520224835910112,0.5956980359169876,-0.13601820889272442,4.48626455762459,1.7328577650946768,0.5538688812509938
"""HDFCBANK_ITC""",0.6174206065513286,1.5546706756359936,1.2104815275314385,0.18444884233807293,0.6564393162579749,1.473259834994567,1.1367285695297427,0.17101599939595813
"""HDFCBANK_RELIANCE""",0.7163786501269052,2.5376790606156625,1.936200027802287,0.48711198729560273,0.7461530552228581,2.4007846556968135,1.8392294957180892,0.44828549582381744
"""HDFCBANK_ONGC""",0.5891469002735487,1.9782362447726953,1.429071689571078,0.14466586187772107,0.5944461930469482,1.9654369294328633,1.4144241135415432,0.14283702844955481
"""HDFCBANK_UPL""",-0.05372227173129862,2.7794130696146144,1.7071653971835683,0.46726038823524474,-0.08015802238203507,2.8140620110096854,1.7292371149561427,0.4725148818290731
"""HDFCBANK_ICICIBANK""",0.39216979986195555,1.595894762398993,1.2417494746015707,0.49074652804502483,0.46056895769252415,1.5034226183477162,1.164870013354581,0.45350042561850773
"""HDFCBANK_SIEMENS""",0.3920958397901695,1.4617898582599607,1.1157664978583692,0.2925217031497978,0.4030978722274252,1.448501503184819,1.1030543369294568,0.2917619399832709
"""HDFCBANK_ABB""",0.28512221822602035,1.796577847237044,1.3490304246612235,0.33167440393370184,0.3981919152470901,1.6483868809609599,1.2099580048594751,0.28805975894312197
"""HDFCBANK_TCS""",-0.12480720419081992,1.7245602987677553,1.192570769767058,0.44952747117880787,-0.17466621621775613,1.7623679188475845,1.223225438086407,0.4626366864955279
"""HDFCBANK_INFY""",0.5090336953523917,1.6722650880500702,1.249718976877655,0.2856371122724988,0.5120357004026341,1.6671447308629563,1.2364775356044306,0.2846944818788215
